Nimi,Riiklikud Maksud,Tööjõumaksud ja maksed,Käive,Töötajaid
TALLINN IIRISE TN 7 KORTERIÜHISTU,537_28,574,,2
KVM GRUPI OÜ,537,561,200,1
WLT WORLD LARCH TRADING OÜ,537,582,0,2
VIIMISTLUS DUO OÜ,537,536,0,2
KURTNA SÜNDMUSKESKUS OÜ,537,582,4117,1
GERCOM AUTOPESU OÜ,536,561,2866,1
TENTUM INVEST OÜ,535,551,135,1
ELMETECH OÜ,535,374,8693,1
CHRISSIS OÜ,535,187,2167,1
PANDER TRADE OÜ,535,483,0,1
MARKUS ÕIGUSBÜROO OÜ,535,531,670,1
IGOREXA OÜ,534,561,1325,1
OKSA MAJA OÜ,533_32,561,,1
MARRISE KAUBANDUSE OÜ,533,499,520,1
ABRAXAS OÜ,533,374,5972,1
RACCOLTA GROUP OÜ,533,561,16471,2
MAJAMEISTER OÜ,533,495,3492,1
NELI TUULT KULTUURISELTS,533,465,594,1
TENITO OÜ,532,531,2069,1
EUMEDIA OÜ,532,495,1229,1
SANTRANS OÜ,532,561,17336,1
TOP EHITUS OÜ,531,525,5754,1
TOPOGRAAF OÜ,531,187,2881,1
ZVTT GROUP OÜ,531,582,66338,1
LÕNGAPOOD OÜ,530,525,16457,1
DIMEXI OÜ,530,531,2250,2
OÜ ESTCOOL,529,583,0,1
AIAD KORDA OÜ,529,531,2221,1
BAMONTER OÜ,529,531,14369,1
NUTILAPSED OÜ,529,580,3004,1
FDF BALANCE OÜ,528,277,7295,1
OMEGA INTERNATIONAL OÜ,527_5,561,,1
MTC MÖÖBEL OÜ,527,495,9702,1
SMARTISAN OÜ,527,499,5745,1
OSKON TRADE OÜ,527,561,2730,2
BALTIC WOOD SUPPLIES OÜ,527,551,878245,1
LAWCONSULT OÜ,526_75,531,,2
AARNET OÜ,526,499,1105,1
DREAM APARTMENT OÜ,526,561,26590,1
TANEL LEOK OÜ,526,561,15016,1
PATENDIBÜROO KAITSEPURUS OÜ,526,525,5960,1
DANAYA OÜ,526,187,2645,1
GRAPHIC SYSTEMS AS,525,465,750,1
REVAL CENTRUM PROPERTY OÜ,525,561,5675,1
OÜ SIMMENTAL,525,561,13553,1
KS RAAMATUPIDAMINE OÜ,525_07,561,,1
MARIKANGA OÜ,524,499,314,1
FLINTY OÜ,524,561,1969,1
EURANIA OÜ,523,523,19800,1
LTMED OÜ,523,567,0,1
OÜ BALTCEMMIX,523,567,107,1
PATRE INVESTEERINGUD OÜ,523,567,0,1
PRIVAMAL OÜ,523,567,600,1
MODIFYALL OÜ,523,567,0,1
KREI-JÕE OÜ,523,243,5673,2
NETPAK & MT OÜ,522,561,19806,2
MIDWAY MARKETING OÜ,522,499,1627,2
MOSKVA PATRIARHAADI EESTI ÕIGEUSU KIRIKU LOKSA KROONLINNA PÜHA JOANN,522_25,525,,1
TAIMGRUPP OÜ,522,531,10415,1
MUST HAI OÜ,522,522,2913,2
IIVARI VIIMISTLUS OÜ,521,561,7051,1
SPIRIT EXPRESS OÜ,521,561,2759,1
NULLELEMENT OÜ,520,561,3095,2
SYNODA OÜ,520,544,96826,2
EEKBKL OTEPÄÄ EVANGEELNE VABAKOGUDUS PALVERÄNDUR,520,561,,1
AAVIKUNURGA OÜ,520,540,803,1
TAKETINA OÜ,519,531,1996,1
CASCO CAPITAL OÜ,519,525,22500,1
TEXPINO OÜ,518,561,3867,2
LETOMO OÜ,518,465,2043,1
RD-SOLUTIONS OÜ,518,561,86687,1
OFFICETECH OÜ,518,561,3325,1
TARTU KINNISVARA OÜ,517,561,1300,1
EMERAUDE TRAVEL OÜ,517,495,13195,1
AUTOKOOL RADAR OÜ,517,494,1300,1
TANTUM PRIME OÜ,517,536,385,1
STERN REISID OÜ,517,561,202,1
L.H. TEENUSED OÜ,517,525,16855,2
UKLATE OÜ,516_7,531,,1
INDCAST OÜ,517,340,1460,1
ASPECTA PRO OÜ,517,427,10778,2
PIXELS OÜ,516,374,6000,1
VÕISTE SADAMA OÜ,516,582,1491,1
BIRKELAND OÜ,516,465,347,1
SIRETON OÜ,515_25,531,,1
TORDIKOOL OÜ,515,582,0,1
SIM-STIIL OÜ,515,494,6875,1
VAP VEOD OÜ,515,531,7811,1
AVISPA OÜ,515,543,16125,1
DISTEP OÜ,515,106,2825,1
ALTEDIS EESTI OÜ,515,536,4248,1
EXTRABERRY OÜ,515,525,4230,1
OÜ WINTERRA,514,551,3840,1
ALLIUM EST OÜ,514,582,23745,2
LAVRENTJEV OÜ,514,582,500,1
ALDARINVEST OÜ,514,582,55424,1
NEW BALTIC DREAM OÜ,513_54,582,,1
SELECTION CARD ESTONIA OÜ,514,582,0,1
LANMER OÜ,514,582,4383,1
CODEST OÜ,513,582,2712,1
PIPETEK OÜ,513,582,61367,1
AGRI WORLD TRADING OÜ,513,582,0,1
MAXIFLOOR OÜ,513,582,0,1
MKM TRADING GROUP OÜ,513,582,4900,1
KEROLCON OÜ,513,582,0,1
TEMPLATE OÜ,513,582,65878,1
SERGEI VASILEV,513,582,5800,1
KRIISA TALU OÜ,513,582,0,1
SWIFTCUT OÜ,513,582,36183,1
VIGURID OÜ,513,582,2559,2
SIGNAI OÜ,513,582,1956,1
HALLIK OÜ,513,582,5522,1
TOBRO DISAIN OÜ,513,582,85,1
STUUDIO SOLO OÜ,513,582,400,1
OÜ PRIVATE LABEL,513,582,0,1
MIFTE ENTERPRISES OÜ,513,582,13092,1
ESTONYX OÜ,513,582,22080,1
ESKAALE GRUPP OÜ,513,582,0,1
VIKTOR TEENUSED OÜ,513,582,0,1
AUTO GURU OÜ,513,582,7667,5
SAESEMU OÜ,513,582,0,1
PROSPEED OÜ,513,582,0,1
OÜ DRAUDEX,513,582,610,1
CAPITAL FACTORY OÜ,513,582,907,1
R.K. HAMBALABOR OÜ,513,582,0,1
KAHENDSÜSTEEM OÜ,513,582,260843,1
BALTI MAJAMEISTER OÜ,513,582,66,2
BBK-KONSULT GRUPP OÜ,513,582,157,1
AMG CARGOLINK OÜ,513,582,64,1
NORTSION OÜ,513,582,16910,1
OSAÜHING TERAS PLUSS,513,582,250,1
J.K.WELDMAN OÜ,513,582,16534,1
EHITUSSEPAD OÜ,513,582,3824,1
SEASON TRAVEL OÜ,513,582,9321,1
MORITZ SAILMAKERS OÜ,513,582,2100,1
GARAGEST OÜ,513,483,6090,1
MERINAT OÜ,513,273,1138,1
MUSAMENTOR OSAÜHING,512,465,699,1
OÜ JUUGAKODA,512,536,34,1
ELETERA ÄRI OÜ,512,525,2063,1
PROFPLUMBERS OÜ,511,465,28075,1
LOKKO OÜ,511,2080,36100,1
TERRIGAL OÜ,511,491,390,1
JAAN ROOSO,511,561,1605,1
KEEST TRADE OÜ,511,540,39,1
LIGHTMAN GROUP OÜ,511,561,3765,1
BESTHOLD OÜ,511,561,105,1
OÜ MARI MEIGISTUUDIO,511,374,1572,1
KULDRANNAKE OÜ,510,531,0,1
TAURES PUIT OÜ,510,561,0,1
ACCOUNTAX FINANCIAL CONSULTING OÜ,510,495,4868,1
SIREKOM OÜ,510,561,0,1
THEBES OÜ,510,561,50,1
BALTIC COFFEE SERVICE OÜ,510,561,6611,1
PUU TARVE OÜ,510,561,6602,1
DONBERG TRANS OÜ,510,531,95933,1
LINGHAL OÜ,509,465,5400,1
SANDFORS OÜ,509,836,17730,1
TARTU KEHASTUUDIO OÜ,509,374,1923,2
TEN PLAN OÜ,509,531,12247,1
STUUDIO TERVIK OÜ,509,531,1385,1
LIVONIA INVESTMENT OÜ,509,495,320,1
ISTIKUKESKUS OÜ,509,561,0,1
W-DYNAMIC TRADE OÜ,508,551,0,2
HEAKORD OÜ,508,465,3209,1
ANDMER LEGAN OÜ,508,531,105,1
SANTOLINK OÜ,508,499,488,1
ACTIONE OÜ,508,540,3358,1
TRAK PEN OÜ,507,531,2394,2
NORDIC BEVERAGES OÜ,507,525,69907,1
BENTELY OÜ,506,561,291,1
GOLDEN HORUS OÜ,506_36,574,,1
ALU TORREO OÜ,506,561,171415,1
RIANG OÜ,506,543,0,1
M.SILD UÜ,506,536,4653,1
LEF OÜ,506,465,3017,1
ANELION OÜ,505,483,14270,1
MARTINVEST OÜ,505,220,2100,1
YK SERVICES OÜ,505,536,23103,1
SVENSON OÜ,505,536,54240,1
EVELIT GROUP OÜ,505,536,0,1
TOMPINTSON OÜ,505,536,10813,1
A.REITS OÜ,505,536,21585,1
TONDILOSSI OÜ,505,536,13439,1
MERIMEISTER OÜ,505,536,0,1
DG TRADE OÜ,505,536,0,1
FARMIPARTNER OÜ,505,536,4191,1
OCTOSHIP OÜ,505,536,502009,1
KESATEN INVEST OÜ,505,536,0,1
VOSTOK PROJEKT OÜ,505,536,0,1
OÜ UNIPOP MUSIC,505,536,0,1
GLOBUS ICITS OÜ,505,536,27651,1
SARMANT OÜ,505,536,844,1
JYR EDITION OÜ,505,536,28741,2
OVENART OÜ,505,561,50,1
JEF INNOVATIONS OÜ,505,495,0,2
M.B.S. OÜ,505,571,7872,1
PIDULAUD OÜ,504,465,191,1
ARNEXO GRUPP OÜ,503,540,1404,1
TALLINNCARRENT OÜ,503,540,27517,1
OÜ LINDA HOOLDEKODUD,503,540,0,1
BEST BULLION OÜ,503,522,659,1
ÐAMPINJONID OÜ,503,522,0,1
BEST-RAK OÜ,503,540,69496,2
BAUMERX OÜ,503,522,24307,1
AL-MA DEVELOPMENT OÜ,503,540,0,1
SANMAREE OÜ,503,540,1950,1
POWER BIKE OÜ,503,540,57376,1
HEINO KALLAS,503,540,1165,1
LG INDUSTRIAL OÜ,503,540,0,1
BEST OFFER FISHERY OÜ,503,540,0,1
MESITARU OÜ,503,540,7319,1
ASE OÜ,503,540,0,2
EURETON OÜ,503,540,7682,1
SEVEN STARS SHIPPING OÜ,503,540,21348,1
LUKERNEL AUTO OÜ,503,540,9774,1
SYLVEON OÜ,503,540,0,1
TRAFFIC OÜ,502_92,561,,1
BALTEST AUTOSPA OÜ,503,561,1757,1
PAALMAN AGRO OÜ,502,2025,0,2
TEAMDEV MANAGEMENT OÜ,502,525,333886,1
LEMESTAR OÜ,502,465,1215,2
ION OÜ,502,561,13956,1
KINDERMANN KAUBANDUS OÜ,502,561,12866,1
STIVE VILLALILL OÜ,501,465,181,1
VÄRVIABI OÜ,501,561,7721,1
1001 INVESTMENTS OÜ,501,361,2868,1
KONX OÜ,501,561,31,1
NRLINE OÜ,501,567,,1
DITARS HOLDING OÜ,500_75,561,,2
KC MARIN GROUP OÜ,500_43,561,,1
OÜ INEX CONSULT MEDIA,500,465,3868,1
TK KOOLITUSKESKUS OÜ,500,561,16725,2
CROSSROAD PRODUCTIONS OÜ,500,531,630,1
TALLINN KÄBLIKU TN 1 KORTERIÜHISTU,499_98,507,,1
KRISTAL AUTO OÜ,500,465,0,1
KAJAR OÜ,500,483,1140,1
KIPPREEGEL OÜ,500,494,1430,1
WINNERVON OÜ,500,243,4356,1
REMIGIUS OÜ,499,457,3475,1
STYLE INVEST OÜ,499,465,1290,1
LINKNET OÜ,499_14,561,,2
ARCHAEOLOGY TEAM OÜ,499,465,0,1
HEADTIME OÜ,499,535,0,1
VÄRVI AUTO OÜ,499,465,1863,2
REIVELTOL OÜ,499,499,11240,1
SV TEENINDUS OÜ,498_49,561,,1
MTÜ HARJUMAA RATTA- JA SUUSAKLUBI,497_76,561,,1
OÜ EBAREAALNE,498,563,16,1
NORDSOFT OÜ,497,561,3130,1
SERKO OÜ,497,543,3500,2
AIMAR PÕLDME,497,499,2829,2
KAREEN TÜ,497_25,561,,2
ABRASIIVTOOTED OÜ,497,525,10756,1
ARUKIVI OÜ,496_94,561,,1
SAFRA MEDIA OÜ,496_88,561,,1
COOLWORLD OÜ,496_71,561,,1
ELEROPA OÜ,497,561,9018,1
EH WORX OÜ,497,525,17445,1
OÜ CHOP-CHOP BALTIC,496_59,531,,1
KEILA VESKIMEES OÜ,496_43,561,,1
TAMARTEK OÜ,496,465,4831,2
REIKVAL OÜ,496,561,11014,1
SEAFOOD SUPPLY GROUP OÜ,496,531,0,1
KUNNALUMP OÜ,496_32,561,,1
HORECA CONSULT OÜ,496_28,525,,1
MARLIKU OÜ,496,465,0,1
O DISAIN OÜ,496_01,561,,1
ARVESTUSEKSPERT OÜ,495_99,525,,1
GLOBALEX BALTICS OÜ,496,525,12120,1
IMPLANTOLOOGIA OÜ,495_98,561,,1
OÜ KURI KAEVUD,495_97,561,,1
PROSPERIS OÜ,495_95,561,,1
OÜ SIKRIKE,495_93,531,,1
CORRECTIO MEDICAL CENTRE OÜ,495_92,561,,1
MYRTALE OÜ,496,465,226,1
OÜ BIGBAI CONSULTING,495_88,561,,1
TALLINN KARI TN 20 KORTERIÜHISTU,495_87,561,,1
LOHU AED OÜ,495_87,531,,1
DANIJAS OÜ,495_84,531,,1
OÜ KADRI KROON & CO.,495_83,561,,1
SANDRELLE BOUTIQUE OÜ,495_82,525,,1
VÄIKE ÖÖMUUSIKA OÜ,496,531,0,1
HELENA MOESALONG OÜ,496,465,1315,1
ARTEBONO TRADE OÜ,496,561,154,1
VISP PROJEKT OÜ,496,531,0,2
JÕE TRANS OÜ,495_73,531,,1
PELLIT OÜ,496,561,14233,1
COOLWORLD KAUBANDUS OÜ,496,561,6740,2
HONDREM OÜ,496,561,5061,1
MULTIKULTUURILISTE UURINGUTE KESKUS,495_65,561,,1
LARCHWOOD TRADE OÜ,496,561,75653,1
ROKILAAGER OÜ,496,495,4500,1
JAHIMAJA OÜ,496,561,2848,1
KIISAJÄRVE TALU OÜ,496,531,0,1
KATUSEPOISID OÜ,495_6,561,,1
OÜ TARTU AUTOTEHNIK,495_57,561,,1
WOODCUT ACTION OÜ,496,561,0,1
GLÜCKHAUS OÜ,495_54,531,,1
ESTOLIDO OÜ,495_52,561,,1
SKULPTUURIKODA OÜ,496,531,5961,2
KELMARO OÜ,495_51,561,,1
ELASSON OÜ,495_51,561,,1
SAVE POTATOES EAST OÜ,495,495,14189,1
INKIT OÜ,495_45,561,,1
LAGUNA VR KVB OÜ,495_45,531,,1
HIPDISAIN OÜ,495_42,561,,1
PAPACO OÜ,495_4,561,,1
SINU KINNISVARAPARTNER OÜ,495_39,561,,1
TIMBERSALE OÜ,495,531,560,2
BEAUTY COMPANY OÜ,495_37,561,,1
EST-TRANSLATIONS OÜ,495_36,525,,1
PETRAITIS ART OÜ,495_35,561,,1
TUMSTOCK OÜ,495_34,561,,1
TANILO OÜ,495_34,561,,2
BILDUM OÜ,495_34,561,,1
BIRXON OÜ,495_33,561,,1
AUSELIN OÜ,495_29,561,,1
MARGIT MAKEUP OÜ,495_29,531,,1
MERSU TAGAISTMEL OÜ,495_28,561,,1
KUUKUULAJA OÜ,495_28,561,,1
CHICCO KIDS OÜ,495_28,561,,1
OSAÜHING MURULAUK,495_28,561,,1
SKILLET GRUPP OÜ,495_28,561,,1
KANEL OÜ,495_27,531,,1
ANNEKSIS OÜ,495_27,531,,1
OÜ UUE-ÜLEJÄRVE,495,561,0,1
PROLINE INVEST OÜ,495_25,561,,1
UPPVÄRMNING MÄSTARE OÜ,495,561,13860,2
ÕNNEMARI OÜ,495_24,561,,1
VERKAEHITUS OÜ,495_24,561,,1
JAM TEENUSED OÜ,495_24,531,,1
IDENUM OÜ,495_24,525,,1
SCANSAT PLUSS OÜ,495,561,1902,1
K&M MEDICINE OÜ,495_23,561,,1
DELICHON OÜ,495_23,561,,1
RDB INDUSTRIAL SUPPLY OÜ,495,561,108495,1
PUNANE PÄIKE MITTETULUNDUSÜHING,495_2,561,,1
FANNY JUUKSUR OÜ,495_2,561,,1
VISTEKEL OÜ,495,525,228,2
EKSTREEMELEKTROONIKA OÜ,495_19,561,,1
MITTETULUNDUSÜHING BALTI OSTEOPAATIDE ASSOTSIATSIOON,495_19,531,,1
GALAKSION OÜ,495_19,531,,1
PK ELEKTER OÜ,495,495,4472,1
VYTIS NORD OÜ,495_19,561,,5
MATKAABI OÜ,495_17,561,,2
OÜ SPUDS,495_17,561,,1
HAIRHUNT OÜ,495_17,561,,1
OITME OÜ,495_17,561,,1
MITTETULUNDUSÜHING TEADLIK NOOR,495_17,561,,2
MED.TRANSPORT OÜ,495_17,561,,1
AG PLACE OÜ,495_16,531,,1
E-TREMBA TATTOO OÜ,495_16,525,,1
LOODUSE LOITSUD OÜ,495_16,561,,1
ELEGANT HOUSE OÜ,495_16,531,,1
1KODU OÜ,495_16,525,,1
AARE AHJUD OÜ,495_15,531,,1
OÜ EHTEKS INVEST,495_15,561,,2
REVAL REAL ESTATE OÜ,495,561,775,1
PERUN TRANS OÜ,495,561,5359,1
SHAMEET OÜ,495_14,561,,1
IPSUM OÜ,495_14,561,,1
TILED OÜ,495_14,561,,1
TALDES GRUPP OÜ,495_14,561,,1
ELENA ATELJE OÜ,495_14,561,,1
OÜ IRIAK,495_14,561,,1
OÜ ORHIDEESA,495_14,561,,1
UNDAMA OÜ,495,531,0,1
BUSINESSBRAND OÜ,495_14,525,,1
FORTEX AUTO OÜ,495,561,2062,1
MIROLIN OÜ,495_12,561,,1
OÜ MARDEKO VILI,495,561,6951,1
ESCAPE FACTORY OÜ,495,561,3326,1
ANTAT-AUTO OÜ,495_12,531,,2
JYRKI NIEMI OÜ,495_12,495,,1
ÜLLE BAUMAN OÜ,495_12,561,,1
RAVIAN OÜ,495_12,561,,1
ANTRET OÜ,495_11,561,,1
ARAMO OÜ,495,525,179661,1
ALKALE OÜ,495_11,561,,1
DOCTRINA OÜ,495,561,0,1
JUDOKLUBI DOKYO,495_11,561,,1
PIRO SHOP OÜ,495_11,561,,1
TRAVEL AGENCY EST OÜ,495_11,561,,1
OHIR OÜ,495_11,561,,1
SEPA EHITUS OÜ,495_11,561,,1
FEMITREK OÜ,495_11,561,,1
PROFIT KONSULTATSIOONID OÜ,495_11,561,,1
F12STUDIO OÜ,495_11,561,,1
KLAAMANN OÜ,495_11,561,,1
UTECH OÜ,495,561,8821,1
OÜ ARR,495,561,0,1
HM TEENUSED JA KONSULTATSIOONID OÜ,495_11,531,,1
WOW FACTORY OÜ,495_11,531,,1
VILIVERE ARENDUS OÜ,495_11,531,,1
OÜ TÄHEMARJAD,495_11,525,,1
OÜ GENDREA,495_11,525,,1
IIZI & ZUTS PESUPAIK OÜ,495_11,507,,1
H&TP INVESTMENT KS OÜ,495_11,531,,1
CUSTOM ARCHITECTURE OÜ,495_11,525,,1
GREEN FOOD PRODUCTION OÜ,495,495,11963,1
TMA PLUSS OÜ,495_1,495,,1
KONAR KROF OÜ,495_09,561,,1
GSOLUTIONS OÜ,495_09,561,,1
KDS OÜ,495_09,531,,1
HRL OÜ,495_09,561,,1
INTUIT OÜ,495_09,561,,1
OKVA KV OÜ,495_09,561,,1
OÜ POSÕ,495_09,561,,1
SKAVERAL OÜ,495_09,561,,1
OÜ KULDLIND,495_09,561,,1
PILLIMEISTRI OÜ,495_09,561,,1
IBROW OÜ,495_09,561,,1
3XM CAR SERVICE OÜ,495_09,531,,1
ISMOONI OÜ,495,531,0,1
PAXICA CANCUN OÜ,495,531,54219,1
PRIVATE LUXURY OÜ,495,571,512731,2
EVA-LIISI ILUTEENUSED OÜ,495_08,531,,1
NORDLIGHT ADVISOR OÜ,495_08,525,,1
BELLEZA PIEL OÜ,495_08,495,,1
NEMLIHER OÜ,495_08,561,,1
PPM HALDUS OÜ,495_08,531,,1
OÜ RETME ILU,495_08,525,,1
ÕMBLUSTARE OÜ,495_08,525,,1
TANTSUHARIDUS MITTETULUNDUSÜHING,495_07,561,,6
TRANS GT OÜ,495,531,6672,1
YES TRAVEL OÜ,495,561,5934,1
MINESSA OÜ,495_06,561,,1
AGILITY PLUSS MITTETULUNDUSÜHING,495_06,561,,1
MITTETULUNDUSÜHING VISIONEL,495_06,561,,1
OÜ ELAYZA,495_06,561,,1
EESTI KALMISTUD OÜ,495_06,561,,1
MED-FIELD OÜ,495_06,561,,3
SOMAATIKUM OÜ,495_06,561,,1
VILLALEONARD OÜ,495_06,561,,1
BOMBEROS OÜ,495,495,3433,1
ASTERALD OÜ,495_05,531,,1
DELIFOOD OÜ,495_05,495,,1
UÜ AILONDA,495_05,531,,1
PLUSMAN OÜ,495_04,561,,1
SYNCON TRUST OÜ,495,561,13627,1
VIKINGCONSULT OÜ,495,531,15848,1
ITALIAN TRADE CONSULTING OÜ,495,525,2410,3
ER MERAKI OÜ,495_03,561,,1
ALTAMELNIK GRUPP OÜ,495_03,561,,2
BUSINESS TRADE INVEST OÜ,495_03,561,,1
SINROS GT OÜ,495_03,561,,1
VARAVALGE KINNISVARA BÜROO OÜ,495_03,561,,1
OÜ PAKKAS,495_03,561,,1
RKJ OÜ,495_03,561,,1
VIKKY ILU OÜ,495_03,561,,1
MAUVER OÜ,495_03,561,,1
NAUDRE OÜ,495_03,561,,1
AWOOD OÜ,495_03,561,,1
MINITURPRO OÜ,495_03,561,,1
GLAMOUR HAIRSTYLE OÜ,495_03,561,,1
MAIKSY OÜ,495_03,561,,1
ACTUM ARENDUS OÜ,495_03,561,,1
GOODWILL & PARTNERS OÜ,495_03,561,,1
BUENO KIDS OÜ,495_03,561,,1
CLEDAK OÜ,495_03,561,,1
PENHOUSE STUDIO OÜ,495_03,561,,1
HAIRLUX OÜ,495_03,561,,1
EUROMEDICUM OÜ,495_03,561,,1
MINU AEG MITTETULUNDUSÜHING,495_03,561,,4
MERKIV OÜ,495_03,561,,1
SIGMENTA OÜ,495_03,561,,1
ORAVTRANS OÜ,495_03,561,,1
SILUETT OÜ,495_03,561,,1
OÜ HARENA,495_03,531,,1
TELEVIDEO OÜ,495_03,531,,2
OÜ MAGUS JA MÕNUS,495_03,531,,1
ESTEMED PROJECT OÜ,495_03,531,,1
SPLATTERPRO OÜ,495_03,525,,1
ZERT GRUPP OÜ,495_03,525,,1
ASOTAR OÜ,495_03,525,,1
ESTO PROJEKT OÜ,495,525,0,1
GB STUUDIO OÜ,495,525,0,1
AZA REISID OÜ,495_03,495,,1
WINWIN ENERGY OÜ,495,531,0,1
SOFELLA OÜ,495_02,561,,1
BILZAG OÜ,495_02,561,,1
OÜ ONWOODS,495,561,9663,1
FLIPI OÜ,495,561,405,1
NUDA OÜ,495,525,14358,1
AML & COMPLIANCE OÜ,495,495,0,1
KUKE LIHAVEISE OÜ,495,561,0,1
WATERWORLD EXPEDITION OÜ,495,561,20545,1
OÜ DK ILU,495_01,561,,1
KEELEILU OÜ,495_01,561,,1
ADENTO OÜ,495,531,861,1
ELMER SKB OÜ,495,525,615,1
GLOBUS INVEST OÜ,495,561,370,2
AKINOM OÜ,495,561,,1
OÜ PRO DOGS,495,531,,1
KALDAN OÜ,495,525,,1
OÜ LEIU,495,561,,1
ARIADNA PSÜHHOLOOGILISE ABI KESKUS,495,561,,1
MAORI TATTOO OÜ,495,561,,1
JARI INVEST OÜ,495,561,0,1
AIA TARBED OÜ,495,561,0,1
AGV- PARTNER OÜ,495,561,56566,3
TALMER OÜ,495,561,6178,1
NK TECHNO OÜ,495,561,575,1
ZANNE SOO OÜ,495,531,1238,2
KRIS KÜTUS OÜ,495,531,3092,1
VIRUMAA INKASSO OÜ,495,531,0,1
LAHEPUU OÜ,495,525,101,1
OBQ OÜ,495,525,12331,1
ELITEAUTO OÜ,495,525,358,1
NATALJA TEP MOOD OÜ,495,525,,1
AMÖÖB OÜ,495,525,93272,1
JUXAUTO OÜ,495,495,0,1
EZ OÜ,495,495,,1
NORDIC CMS OÜ,495,495,0,1
KALAVEE OÜ,495,583,,2
HEAT SERVICE OÜ,495,572,,2
PRIORITEET TRADING OÜ,495,571,,2
INPROFITO OÜ,495,567,,1
OÜ KAISA ILUSTUUDIO,495,561,,1
KADABRA OÜ,495,561,,1
AUTORAVI OÜ,495,561,,1
EST BEAUTY24 OÜ,495,561,,1
KD CO. OÜ,495,561,,1
MONSAREI OÜ,495,561,,1
MINRAÐ OÜ,495,561,,1
JAANUSE TALU OÜ,495,561,9220,1
GERDI REISID OÜ,495,561,3196,1
AKSUM REVAL OÜ,495,561,6750,2
VANAREBASE OÜ,495,561,0,1
KALLASTE SARVEKE OÜ,495,561,0,1
SERENEST OÜ,495,561,1600,1
EKATREK OÜ,495,561,0,1
GARAGE INC. OÜ,495,561,1033,2
DESIGNFIT OÜ,495,561,3800,1
METSAJUKU OÜ,495,561,0,1
GLOBAL HR PARTNER OÜ,495,561,20502,1
MEEMEISTER OÜ,495,561,4193,1
BROLGA OÜ,495,561,12514,1
OÜ MEKS,495,561,221,1
INXMEEDIA OÜ,495,561,1500,1
ELEKTROONIKAREMONT OÜ,495,561,18809,1
DESARROLLO OÜ,495,561,0,1
FELL INIO OÜ,495,561,18061,1
FORTEBERG OÜ,495,561,4360,1
MIKROGEODEESIA OÜ,495,561,735,1
RIISA RANTÐO OÜ,495,561,4482,1
NICANOR TECHNOLOGIES OÜ,495,561,8610,1
KURU PUHKEMAJAD OÜ,495,561,1453,2
KEEPING OÜ,495,561,3210,1
AMSTARS OÜ,495,561,0,1
JAVI MARKETING OÜ,495,561,5400,1
KOODILABOR OÜ,495,561,,1
TAEVATULI OÜ,495,561,14400,1
BACONSULT INC. EESTI FILIAAL,495,561,9170,1
LIA LOIME OÜ,495,561,15835,2
MAVAREK OÜ,495,561,20690,1
RÜÜTLI VALDUS OÜ,495,561,0,1
BWS ESTONIA OÜ,495,561,63199,1
TOPHORSE OÜ,495,561,0,1
DENA COMPANY OÜ,495,561,263633,1
TT ACADEMY OÜ,495,561,,1
SEILAND BRYGGE OÜ,495,561,17691,1
O.K. RESEARCH OSAÜHING,495,561,35425,1
HARDITRANS OÜ,495,561,9297,2
HANSATECH OÜ,495,561,798,1
ROOSIMÖLDER OÜ,495,561,14753,1
OÜ VAN DAAL ELECTRONICS,495,561,4650,1
GS TRADE OÜ,495,561,470,1
POLARPROF OÜ,495,561,8826,1
ASTROM TRADE OÜ,495,561,76450,2
INCIMA OÜ,495,561,8067,1
KAHO INVESTEERINGUTE OÜ,495,561,0,1
IVEX LAB OÜ,495,561,402,3
BALTICUM REISER OÜ,495,561,0,1
OÜ LE7EL,495,561,15813,1
OÜ LEGRIA TRANS,495,561,9156,1
OÜ ASTER CARGO,495,561,367993,1
KIRSIPUU REISID OÜ,495,561,4622,1
TELISE KINNISVARA OÜ,495,561,0,1
SINIVA OÜ,495,561,7000,1
OSKAJAD OÜ,495,561,,1
SCHÖNBERGER OÜ,495,561,,1
VIRU JUDO SPORDIKLUBI,495,561,,1
MANTIKON OÜ,495,561,,1
REMOKS OÜ,495,561,,1
GATY BEAUTY OÜ,495,561,,1
FELICIA OÜ,495,561,,1
PLANKTON OÜ,495,561,,1
MERISAN OÜ,495,561,,1
ALEKSI 16 OÜ,495,561,,1
OMAKOGU MITTETULUNDUSÜHING,495,561,,1
THREC OÜ,495,561,,1
KERT MEDIA OÜ,495,561,,1
OÜ WRITTEN BY PRODUCTIONS,495,561,,1
OÜ COLLMANN & JAKOB,495,561,,1
RIDAMISI OÜ,495,561,,1
PAYMIX OÜ,495,561,,1
LAGEDI MÕIS MITTETULUNDUSÜHING,495,561,,1
NATEST OÜ,495,561,,1
ALIGNER OÜ,495,561,,1
KOSE TENNIS MITTETULUNDUSÜHING,495,561,,1
KLV OÜ,495,561,,1
LOOREBASED OÜ,495,561,,2
HABO OÜ,495,561,,1
IGRO OÜ,495,561,,1
SPEKTER STUDIO OÜ,495,561,,1
TRIMATECH OÜ,495,561,,1
UNICORN OÜ,495,561,,1
MIRABILE OÜ,495,561,,1
PLATEAU OÜ,495,561,,1
FJÖGUR OÜ,495,561,,1
AUSKONSULT OÜ,495,561,,1
AAKER KV OÜ,495,561,,1
LYNXIUS OÜ,495,561,,1
TEMITEX OÜ,495,561,,1
MARE JAAVE,495,561,,1
ROYAL CLEAN OÜ,495,561,,1
